"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"10213"	"Sag: Ich möchte mit Dollars bezahlen"	"10213.wav"	"i would like to pay with dollars"	"i would like to play with dollars"	"correct"	"correct"
"10214"	"Sag: Ich habe nur grosse Noten"	"10214.wav"	"i only have large bills"	"i only have large bills"	"correct"	"correct"
"10215"	"Sag: Ich bezahle mit Kreditkarte"	"10215.wav"	"i pay with the credit card"	"i pay with the credit card"	"incorrect"	"correct"
"10216"	"Frag: 2 Tickets nach London"	"10216.wav"	"i want two tickets to london"	"i want two tickets to london"	"correct"	"correct"
"10217"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"10217.wav"	"i would like to leave on thursday morning"	"i would like to leave on thursday morning"	"correct"	"correct"
"10218"	"Sag: Ich heisse Thomas"	"10218.wav"	"my name is thomas"	"my name is thomas*z"	"correct"	"correct"
"10219"	"Sag: Ich bin aus Italien"	"10219.wav"	"i come from italy"	"i come from italy"	"correct"	"correct"
"10220"	"Frag: 5 Tickets nach London"	"10220.wav"	"i would like five tickets to london"	"i would like five tickets to london"	"correct"	"correct"
"10221"	"Sag: Ich möchte am Samstag abreisen"	"10221.wav"	"i would like to leave on saturday"	"i would like to leave on saturday"	"correct"	"correct"
"10222"	"Sag: Ich heisse Maddalena"	"10222.wav"	"my name is maddalena"	"my name is maddalena"	"correct"	"correct"
"10223"	"Sag: Ich bin aus Amerika"	"10223.wav"	"i come from america"	"i come from america"	"correct"	"correct"
"10224"	"Frag: 3 Tickets nach London"	"10224.wav"	"i want three tickets to london please"	"i want three tickets to london please"	"correct"	"correct"
"10225"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"10225.wav"	"i would like to leave on saturday"	"i would like to leave on saturday"	"incorrect"	"incorrect"
"10226"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"10226.wav"	"i would like to leave on saturday"	"i would like to leave on saturday"	"incorrect"	"incorrect"
"10227"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"10227.wav"	"i would like to leave on saturday in the afternoon"	"i would like to leave on saturday in the afternoon"	"correct"	"correct"
"10228"	"Frag: Wie viel kostet es?"	"10228.wav"	"how much does it cost"	"how much does it cost"	"correct"	"correct"
"10229"	"Frag: billigeres Ticket"	"10229.wav"	"i want a less expensive ticket"	"i want a less expensive ticket"	"correct"	"correct"
"10230"	"Frag: billigeres Ticket"	"10230.wav"	"i want a cheaper ticket"	"i want a cheaper ticket"	"correct"	"correct"
"10231"	"Sag: Das ist okay"	"10231.wav"	"that is okay"	"that is okay"	"correct"	"correct"
"10232"	"Sag: Ich heisse Michelle"	"10232.wav"	"my name is michelle"	"my name is michelle"	"correct"	"correct"
"10233"	"Sag: Ich bin aus Schottland"	"10233.wav"	"i come from scotland"	"i come from scotland"	"correct"	"correct"
"10234"	"Sag: Ich heisse Mona"	"10234.wav"	"my name is mona"	"my name is mona"	"correct"	"correct"
"10235"	"Sag: Ich bin aus Deutschland"	"10235.wav"	"i come from germany"	"i come from germany"	"correct"	"correct"
"10236"	"Sag: Die Hauptstadt von Deutschland ist Berlin"	"10236.wav"	"the capital of germany is berlin"	"the capital of germany is berlin"	"correct"	"correct"
"10237"	"Sag: Ich habe 1 Bruder"	"10237.wav"	"i have one brother"	"i have one brother"	"correct"	"correct"
"10238"	"Sag: Ich gehe in die Ferien"	"10238.wav"	"i am going to the vacation"	"i am going to the vacation"	"incorrect"	"incorrect"
"10239"	"Sag: Ich gehe in die Ferien"	"10239.wav"	"i am going to the vacation"	"i am going to the vacation"	"incorrect"	"incorrect"
"10240"	"Sag: Ich gehe in die Ferien"	"10240.wav"	"i am making vacation"	"i am making vacation"	"incorrect"	"correct"
"10241"	"Sag: Dies ist mein Pass"	"10241.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"10242"	"Sag: Ich heisse Barbara"	"10242.wav"	"my name is barbara"	"my name is barbara"	"correct"	"correct"
"10243"	"Sag: Ich bin aus Kanada"	"10243.wav"	"i am from canada"	"i am from canada"	"correct"	"correct"
"10244"	"Sag: Ich heisse James"	"10244.wav"	"my name is james"	"my name is james"	"correct"	"correct"
"10245"	"Sag: Ich bin aus Kanada"	"10245.wav"	"i am from canada"	"i am from canada"	"correct"	"correct"
"10246"	"Sag: Ich heisse Paolo"	"10246.wav"	"my name is paolo"	"my name is paolo"	"correct"	"correct"
"10247"	"Sag: Ich bin aus Italien"	"10247.wav"	"i come from italy"	"i come from it*a italy"	"correct"	"correct"
"10248"	"Sag: Italien ist nicht in Afrika"	"10248.wav"	"italy is not in africa"	"italy is not in africa"	"correct"	"correct"
"10249"	"Sag: Italien ist in Europa"	"10249.wav"	"italy is in europe"	"italy is in europe"	"correct"	"correct"
"10250"	"Sag: Das ist okay"	"10250.wav"	"that is okay"	"that is ok"	"correct"	"correct"
"10251"	"Sag: Das ist okay"	"10251.wav"	"that is okay"	"that is okay"	"correct"	"correct"
"10252"	"Sag: Das ist okay"	"10252.wav"	"this is okay"	"this is okay"	"correct"	"correct"
"10253"	"Sag: Die Hauptstadt von Italien ist Rom"	"10253.wav"	"the capital of italy is rome"	"the capital of italy is rome"	"correct"	"correct"
"10254"	"Sag: Ich habe 2 jüngere Brüder"	"10254.wav"	"i have two younger brothers"	"i have two younger brothers"	"correct"	"correct"
"10255"	"Sag: Ich gehe in die Ferien"	"10255.wav"	"i'm going to london to make vacation"	"i'm going to london to make vacation"	"incorrect"	"correct"
"10256"	"Sag: Ich gehe in die Ferien"	"10256.wav"	"i am going on holidays"	"i am going on holidays"	"incorrect"	"incorrect"
"10257"	"Sag: Dies ist mein Pass"	"10257.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"10258"	"Frag: Zimmer für 1 Woche"	"10258.wav"	"i want a room for one week"	"i want a room for one week"	"correct"	"correct"
"10260"	"Frag: Doppelzimmer"	"10260.wav"	"i want a twin room"	"i want a twin room"	"incorrect"	"incorrect"
"10261"	"Frag: Doppelzimmer"	"10261.wav"	"i want a double room"	"i want a double room"	"correct"	"correct"
"10262"	"Sag: Ich möchte mit Mastercard bezahlen"	"10262.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"10263"	"Frag: Gibt es einen Coiffeur?"	"10263.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"10264"	"Frag: 3 Tickets nach London"	"10264.wav"	"i want three tickets to london please"	"i want three tickets to london please"	"correct"	"correct"
"10265"	"Sag: Ich möchte um 22 Uhr morgen abreisen"	"10265.wav"	"i would like to leave at ten o'clock in the morning tomorrow"	"i would like to leave at ten o'clock in the morning tomorrow"	"incorrect"	"incorrect"
"10266"	"Sag: Ich heisse Silvia"	"10266.wav"	"my name is silvia"	"my name is silvia*z"	"correct"	"correct"
"10268"	"Sag: Ich bin aus der Türkei"	"10268.wav"	"i come from turkey"	"i come from turkey"	"correct"	"correct"
"10269"	"Frag: 4 Tickets nach London"	"10269.wav"	"i want four tickets to london"	"i want four tickets to london"	"correct"	"correct"
"10270"	"Sag: Ich möchte am Samstagabend abreisen"	"10270.wav"	"i would like to leave on saturday evening"	"i would like to leave on saturday evening"	"correct"	"correct"
"10271"	"Sag: Ich heisse Sarah"	"10271.wav"	"my name is sarah"	"my name is sarah"	"correct"	"correct"
"10272"	"Sag: Ich bin aus Frankreich"	"10272.wav"	"i come from france"	"i come from france"	"correct"	"correct"
"10273"	"Frag: 4 Tickets nach London"	"10273.wav"	"i want four tickets to london"	"i want four tickets to london"	"correct"	"correct"
"10274"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"10274.wav"	"i would like to leave at nine o'clock in the morning"	"i would like to leave at nine o'clock in the morning"	"correct"	"correct"
"10275"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"10275.wav"	"i would like to leave tomorrow at nine o'clock"	"i would like to leave tomorrow at nine o'clock"	"correct"	"correct"
"10276"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"10276.wav"	"i would like to leave at nine o'clock tomorrow"	"i would like to leave at nine o'clock tomorrow"	"correct"	"correct"
"10277"	"Sag: Ich heisse Mona"	"10277.wav"	"my name is mona"	"my name is mona"	"correct"	"correct"
"10278"	"Sag: Ich bin aus der Schweiz"	"10278.wav"	"i come from switzerland"	"i come from switzerland"	"correct"	"correct"
"10279"	"Frag: 4 Tickets nach London"	"10279.wav"	"i want four tickets to london please"	"i want four tickets to london please"	"correct"	"correct"
"10280"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"10280.wav"	"i would like to leave on tuesday in the afternoon"	"i would like to leave on tuesday in the afternoon"	"correct"	"correct"
"10281"	"Sag: Ich heisse Nick"	"10281.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"10282"	"Sag: Ich bin aus Deutschland"	"10282.wav"	"i come from germany"	"i come from germany"	"correct"	"correct"
"10283"	"Frag: Zimmer für 6 Nächte"	"10283.wav"	"i want a room for six nights"	"i want a room for six nights"	"correct"	"correct"
"10284"	"Frag: Twinzimmer"	"10284.wav"	"i want a twin room"	"i want a twin room"	"correct"	"correct"
"10285"	"Sag: Ich möchte mit Visa bezahlen"	"10285.wav"	"i would like to pay with visa"	"i would like to pay with visa"	"correct"	"correct"
"10286"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"10286.wav"	"ok i would like to pay with swiss francs"	"ok i would like to pay with swiss francs"	"correct"	"correct"
"10287"	"Frag: Gibt es ein Fitnessstudio?"	"10287.wav"	"is there a gym"	"is there a gym"	"correct"	"correct"
"10288"	"Sag: Ich habe keine Reservation"	"10288.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"10289"	"Sag: Ich habe keine Reservation"	"10289.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"10290"	"Frag: Zimmer für 3 Nächte"	"10290.wav"	"i want a room for three nights"	"i want a room for three nights"	"correct"	"correct"
"10291"	"Frag: Doppelzimmer"	"10291.wav"	"i would like a twin room"	"i would like a twin room"	"incorrect"	"incorrect"
"10292"	"Frag: Doppelzimmer"	"10292.wav"	"i would like a suite"	"i would like a suite"	"incorrect"	"incorrect"
"10293"	"Frag: Doppelzimmer"	"10293.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"10294"	"Sag: Ich möchte mit Postkarte bezahlen"	"10294.wav"	"i would like to pay with the post card"	"i would like to pay with the post card"	"incorrect"	"correct"
"10295"	"Frag: Gibt es ein Fitnessstudio?"	"10295.wav"	"is there a gym"	"is there a gym"	"correct"	"correct"
"10296"	"Sag: Ich habe keine Reservation"	"10296.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"10297"	"Frag: Zimmer für 7 Nächte"	"10297.wav"	"i want a room for seven nights"	"i want a room for seven nights"	"correct"	"correct"
"10298"	"Frag: Twinzimmer"	"10298.wav"	"i would like a twin room"	"i would like a twin room"	"correct"	"correct"
"10299"	"Sag: Ich möchte mit Mastercard bezahlen"	"10299.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"10300"	"Frag: Gibt es ein Schwimmbad?"	"10300.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"10301"	"Frag: Wo ist das Schwimmbad?"	"10301.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"10302"	"Sag: Mein Badezimmer ist dreckig"	"10302.wav"	"my bathroom is dirty"	"my bathroom is dirty"	"correct"	"correct"
"10303"	"Sag: Im Zimmer hat es keinen Haarföhn"	"10303.wav"	"it does not have a hairdryer in the room"	"it does not have a hairdryer in the room"	"incorrect"	"correct"
"10304"	"Frag: Zimmer für 2 Nächte"	"10304.wav"	"i would like a room for two nights"	"i would like a room for two nights"	"correct"	"correct"
"10305"	"Frag: Doppelzimmer"	"10305.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"10306"	"Sag: Ich möchte mit Visa bezahlen"	"10306.wav"	"i would like to pay with visa"	"i would like to pay with visa"	"correct"	"correct"
"10307"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"10307.wav"	"i would like to pay with swiss francs"	"i would like to pay with swiss francs"	"correct"	"correct"
"10308"	"Frag: Gibt es einen Lebensmittelladen?"	"10308.wav"	"is there a market"	"is there a market"	"incorrect"	"incorrect"
"10309"	"Frag: Gibt es einen Lebensmittelladen?"	"10309.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"10310"	"Frag: Gibt es einen Lebensmittelladen?"	"10310.wav"	"is there a food market"	"is there a food market"	"incorrect"	"correct"
"10311"	"Sag: Ich habe keine Reservation"	"10311.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"10312"	"Frag: Zimmer für 1 Woche"	"10312.wav"	"i want a room for one week"	"i want a room for one week"	"correct"	"correct"
"10313"	"Frag: Doppelzimmer"	"10313.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"10314"	"Frag: Zimmer für 4 Nächte"	"10314.wav"	"i want a room for four nights"	"i want a room for four nights"	"correct"	"correct"
"10315"	"Frag: Doppelzimmer"	"10315.wav"	"can i have a double room"	"can i have a double room"	"correct"	"correct"
"10316"	"Sag: Ich möchte mit Mastercard bezahlen"	"10316.wav"	"i want to p i want to pay by mastercard"	"i want to p*a i want to pay by mastercard"	"correct"	"correct"
"10317"	"Sag: Ich möchte mit Mastercard bezahlen"	"10317.wav"	"i want to pay by mastercard"	"i want to pay by mastercard"	"correct"	"correct"
"10318"	"Sag: Ich möchte mit Mastercard bezahlen"	"10318.wav"	"you can't use help at the silver level"	"you can't use help at the silver level"	"incorrect"	"incorrect"
"10319"	"Frag: Gibt es ein Hotelrestaurant?"	"10319.wav"	"is there a hotel restaurant"	"is there a hotel restaurant"	"correct"	"correct"
"10320"	"Sag: Ich heisse James"	"10320.wav"	"my name is nick"	"my name is nick"	"incorrect"	"incorrect"
"10321"	"Sag: Ich heisse James"	"10321.wav"	"my name is james"	"my name is james*z"	"correct"	"correct"
"10322"	"Sag: Ich bin aus der Schweiz"	"10322.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"
"10323"	"Sag: Die Schweiz ist nicht in Afrika"	"10323.wav"	"switzerland is not in africa"	"switzerland is not in africa"	"correct"	"correct"
"10324"	"Sag: Die Schweiz ist in Europa"	"10324.wav"	"switzerland is in europe"	"switzerland is in europe*z"	"correct"	"correct"
"10325"	"Sag: Das ist okay"	"10325.wav"	"this is okay"	"this is okay"	"correct"	"correct"
"10326"	"Sag: Die Hauptstadt von der Schweiz ist Bern"	"10326.wav"	"the capital of switzerland is bern"	"the capital of switzerland is bern"	"correct"	"correct"
"10327"	"Sag: Ich habe 4 ältere Brüder"	"10327.wav"	"i have four older brothers"	"i have four older brothers"	"correct"	"correct"
"10328"	"Sag: Ich gehe in die Ferien"	"10328.wav"	"i go into holidays"	"i go in the holidays"	"incorrect"	"incorrect"
"10330"	"Sag: Dies ist mein Pass"	"10330.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"10331"	"Frag: ein Ticket zum Trafalgar Square"	"10331.wav"	"i want a ticket to trafalgar square"	"i want a ticket to trafalgar*z square"	"correct"	"correct"
"10332"	"Sag: Ich möchte mit Postkarte bezahlen"	"10332.wav"	"i would like to pay by post card"	"i would like to pay by post card"	"correct"	"correct"
"10333"	"Frag: ein Wasser ohne Kohlensäure"	"10333.wav"	"i would like a still water"	"i would like a still water"	"correct"	"correct"
"10334"	"Frag: einen Hamburger"	"10334.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"10335"	"Frag: einen Hamburger"	"10335.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"10336"	"Frag: einen Hamburger"	"10336.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"10337"	"Frag: meinen Hamburger medium"	"10337.wav"	"i want my hamburger medium"	"i want my hamburger medium"	"correct"	"correct"
"10338"	"Frag: etwas Kartoffelstock"	"10338.wav"	"can i have mashed potato"	"can i have mashed*z potato"	"correct"	"correct"
"10339"	"Frag: Ich möchte die Dessertkarte"	"10339.wav"	"i would like the dessert card"	"i would like the desert card"	"incorrect"	"correct"
"10340"	"Frag: Ich möchte die Dessertkarte"	"10340.wav"	"the dessert menu please"	"the desert menu please"	"correct"	"correct"
"10341"	"Frag: Custard Tart"	"10341.wav"	"i would like the custard tart"	"i would like the custard*z tart"	"incorrect"	"incorrect"
"10342"	"Frag: Custard Tart"	"10342.wav"	"i would like the custard tart"	"i would like the custard tart"	"correct"	"correct"
"10343"	"Frag: Ich möchte die Rechnung"	"10343.wav"	"i would like the bill please"	"i would like the bill please"	"correct"	"correct"
"10344"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10344.wav"	"i want to pay by credit card"	"i want to pay by credit card"	"correct"	"correct"
"10345"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10345.wav"	"can i pay by credit card"	"can i pay by credit card"	"correct"	"correct"
"10346"	"Frag: einen Tee"	"10346.wav"	"i would like a tea"	"i would like a tea"	"correct"	"correct"
"10347"	"Frag: einen Tee"	"10347.wav"	"can i have a tea"	"can i have a tea"	"correct"	"correct"
"10348"	"Frag: einen Tee"	"10348.wav"	"i would like a tea"	"i would like a tea"	"correct"	"correct"
"10349"	"Frag: ein Steak"	"10349.wav"	"i would like a tea"	"i would like the steak*z please"	"incorrect"	"correct"
"10350"	"Frag: mein Steak blau"	"10350.wav"	"i want my steak blue"	"i want my steak*z blue"	"incorrect"	"correct"
"10351"	"Frag: etwas Kartoffelstock"	"10351.wav"	"can i have mashed potato"	"can i have mashed*z potato"	"correct"	"correct"
"10352"	"Frag: Ich möchte die Dessertkarte"	"10352.wav"	"can i have the dessert menu"	"can i have the desert menu"	"correct"	"correct"
"10353"	"Frag: Ich möchte die Dessertkarte"	"10353.wav"	"the dessert menu"	"the desert menu"	"correct"	"correct"
"10354"	"Frag: Schokoladenglace"	"10354.wav"	"i want the chocolate ice"	"i want*z the chocolate ice"	"incorrect"	"correct"
"10355"	"Frag: Ich möchte die Rechnung"	"10355.wav"	"can i have the bill please"	"can i have the bill please"	"correct"	"correct"
"10356"	"Frag: Ich möchte die Rechnung"	"10356.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"10357"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10357.wav"	"can i pay by credit card"	"can i pay by credit card"	"correct"	"correct"
"10358"	"Sag: Mir geht es gut"	"10358.wav"	"i am fine"	"i'm fine"	"correct"	"correct"
"10361"	"Frag: Grösse 38"	"10361.wav"	"thirty-eight"	"thirty-eight"	"correct"	"correct"
"10362"	"Frag: Hosen"	"10362.wav"	"can i have trousers"	"can i have trousers*z"	"correct"	"correct"
"10363"	"Frag: Hosen"	"10363.wav"	"i am looking for trousers"	"i am looking for trousers*z"	"correct"	"correct"
"10364"	"Frag: rote Hosen"	"10364.wav"	"i want red trousers"	"i want*z red trousers*z"	"correct"	"correct"
"10366"	"Frag: eine L"	"10366.wav"	"i am a large"	"i am a large"	"correct"	"correct"
"10367"	"Frag: Wie viel kostet es?"	"10367.wav"	"how much is it"	"how much is it"	"correct"	"correct"
"10368"	"Sag: Die Hose ist zu teuer"	"10368.wav"	"the trousers are too much"	"the trousers*z are too much"	"correct"	"correct"
"10369"	"Sag: Die Hose ist zu teuer"	"10369.wav"	"the trousers are too cher"	"the trousers*z are too cher*v"	"incorrect"	"incorrect"
"10370"	"Frag: Zimmer für 2 Nächte"	"10370.wav"	"i want a room for four nights"	"i want*z a room for four nights"	"incorrect"	"incorrect"
"10371"	"Frag: Zimmer für 2 Nächte"	"10371.wav"	"i want a room for two nights"	"i want*z a room for two nights"	"correct"	"correct"
"10372"	"Frag: Twinzimmer"	"10372.wav"	"can i have a double room"	"can i have a double room"	"incorrect"	"incorrect"
"10373"	"Sag: Ich möchte mit Visa bezahlen"	"10373.wav"	"i want to pay by visa card"	"i want to pay by visa*z card"	"correct"	"correct"
"10374"	"Frag: Gibt es ein Schwimmbad?"	"10374.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"10375"	"Frag: Wo ist das Schwimmbad?"	"10375.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"10376"	"Frag: eine Cola"	"10376.wav"	"i would like a coke"	"i would like a coke"	"correct"	"correct"
"10377"	"Frag: den Sonntagsbraten"	"10377.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"10378"	"Frag: den Sonntagsbraten"	"10378.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"10379"	"Frag: meinen Sonntagsbraten rare"	"10379.wav"	"i would like my sunday roast rare"	"i would like my sunday roast rare"	"correct"	"correct"
"10380"	"Frag: Karroten"	"10380.wav"	"i would like carrots"	"i would like carrots"	"correct"	"correct"
"10381"	"Frag: Ich möchte die Dessertkarte"	"10381.wav"	"i would like the dessert menu"	"i would like the desert menu"	"correct"	"correct"
"10382"	"Frag: Ich möchte die Dessertkarte"	"10382.wav"	"the dessert menu please"	"the dessert menu please"	"correct"	"correct"
"10383"	"Frag: Karrotenkuchen"	"10383.wav"	"i would like the carrot cake"	"i would like the carrot cake"	"correct"	"correct"
"10384"	"Frag: Ich möchte die Rechnung"	"10384.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"10385"	"Sag: Ich möchte mit Visa bezahlen"	"10385.wav"	"i want to pay by visa card"	"i want to pay by visa*z card"	"correct"	"correct"
"10386"	"Sag: Ich möchte mit Visa bezahlen"	"10386.wav"	"can i pay by with visa"	"can i pay by with visa*z"	"correct"	"correct"
"10387"	"Frag: ein Ticket nach Westminster"	"10387.wav"	"can i have a ticket to westminster"	"can i have a ticket to westminster"	"correct"	"correct"
"10388"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10388.wav"	"can i pay with the credit card"	"can i pay with the credit card"	"incorrect"	"correct"
"10389"	"Frag: Wo ist das Naturhistorische Museum?"	"10389.wav"	"i am looking for the natural history museum"	"i am looking for the natural history muse*a museum"	"correct"	"correct"
"10390"	"Frag: Wo ist der Tower?"	"10390.wav"	"where is the tower"	"where is the towel"	"incorrect"	"incorrect"
"10391"	"Frag: Wo ist der Tower?"	"10391.wav"	"where is the city"	"where is the city"	"incorrect"	"incorrect"
"10392"	"Sag: Der Tower ist nahe der Tower Bridge"	"10392.wav"	"the tower is near tower bridge"	"the tower is near tower bridge"	"correct"	"correct"
"10393"	"Frag: Wo ist der Zoo?"	"10393.wav"	"where is the zoo"	"where is the so"	"correct"	"correct"
"10394"	"Frag: Wo ist Madame Tussauds?"	"10394.wav"	"where is madame tussauds"	"where is madame tussauds*z"	"correct"	"correct"
"10396"	"Frag: Welcher Bus fährt dorthin?"	"10396.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"10397"	"Sag: Big Ben ist neben den Houses of Parliament"	"10397.wav"	"big ben is next to the houses of parliament"	"big ben is next to the house of parliam*a"	"correct"	"correct"
"10398"	"Sag: Ich weiss es nicht"	"10398.wav"	"i don't know"	"i don't know"	"correct"	"correct"
"10399"	"Sag: Ich muss gehen"	"10399.wav"	"i want to go"	"i want to go"	"correct"	"correct"
"10400"	"Sag: Ich muss gehen"	"10400.wav"	"i want go"	"i want go"	"incorrect"	"correct"
"10401"	"Sag: Ich muss gehen"	"10401.wav"	"sorry i need to go"	"sorry i need to go"	"correct"	"correct"
"10402"	"Frag: 4 Musical-Tickets"	"10402.wav"	"i would like four musical tickets"	"i would like four musical tickets"	"correct"	"correct"
"10403"	"Frag: ein Ticket für Freitagabend"	"10403.wav"	"i want a ticket for friday night"	"i want a ticket for friday night"	"correct"	"correct"
"10404"	"Frag: 4 Tickets für König der Löwen"	"10404.wav"	"four tickets for king of the lions"	"four tickets for king of the lions"	"incorrect"	"correct"
"10405"	"Frag: 4 Tickets für König der Löwen"	"10405.wav"	"i want four tickets for the lion king"	"i want four tickets for the lion king"	"correct"	"correct"
"10406"	"Sag: Ich möchte hinten sitzen"	"10406.wav"	"i want to sit behind"	"i want to sit behind"	"incorrect"	"incorrect"
"10407"	"Sag: Ich möchte hinten sitzen"	"10407.wav"	"i want to sit in the back"	"i want to sit in the back"	"correct"	"correct"
"10408"	"Frag: Tickets für das Naturhistorische Museum"	"10408.wav"	"can i have tickets for the natural history museum"	"can i have tickets for the*z natural history museum*z"	"correct"	"correct"
"10409"	"Frag: 1 Ticket"	"10409.wav"	"one ticket please"	"one ticket please"	"correct"	"correct"
"10410"	"Frag: 1 Ticket"	"10410.wav"	"can i have one ticket"	"can i have one ticket"	"correct"	"correct"
"10411"	"Sag: Mir geht es gut"	"10411.wav"	"i'm fine"	"i am fine"	"correct"	"correct"
"10412"	"Frag: Stiefel"	"10412.wav"	"i would like some boots"	"i would like some boots*z"	"correct"	"correct"
"10413"	"Frag: rote Stiefel"	"10413.wav"	"i would like red boots"	"i would like red boots"	"correct"	"correct"
"10414"	"Frag: Grösse 39"	"10414.wav"	"thirty nine"	"thirty-nine"	"correct"	"correct"
"10415"	"Frag: ein Sweatshirt"	"10415.wav"	"i would like a sweet shirt"	"i would like a sweet shirt"	"incorrect"	"correct"
"10416"	"Frag: ein Sweatshirt"	"10416.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"10417"	"Frag: ein weisses Sweatshirt"	"10417.wav"	"i would like a white sweatshirt"	"i would like a white sweatshirt"	"correct"	"correct"
"10418"	"Frag: eine L"	"10418.wav"	"large"	"large"	"correct"	"correct"
"10419"	"Sag: Dies ist zu gross"	"10419.wav"	"is too large"	"it is too large"	"correct"	"correct"
"10420"	"Sag du möchtest nicht: dieses Sweatshirt"	"10420.wav"	"i want not this sweatshirt"	"i want not this sweatshirt"	"incorrect"	"correct"
"10421"	"Sag du möchtest nicht: dieses Sweatshirt"	"10421.wav"	"i do not want this sweatshirt"	"i do not want this sweatshirt"	"correct"	"correct"
"10422"	"Sag, dass du es nicht möchtest"	"10422.wav"	"i do want not please"	"i do want not to"	"incorrect"	"incorrect"
"10423"	"Sag, dass du es nicht möchtest"	"10423.wav"	"no i do not want it"	"no i do not want*z it"	"correct"	"correct"
"10424"	"Sag: Ich habe keine Reservation"	"10424.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"10425"	"Sag: Ich habe keine Reservation"	"10425.wav"	"you can't use help at the silver level"	"you can't use help at the silver level"	"incorrect"	"incorrect"
"10426"	"Sag: Ich habe keine Reservation"	"10426.wav"	"hello"	"*silence"	"incorrect"	"incorrect"
"10427"	"Sag: Ich habe keine Reservation"	"10427.wav"	"you can't use help at the silver level"	"you can't use help at the silver level"	"incorrect"	"incorrect"
"10428"	"Sag: Ich habe keine Reservation"	"10428.wav"	"you can't use help at the silver level"	"you can't use help at the silver level"	"incorrect"	"incorrect"
"10429"	"Sag: Ich habe keine Reservation"	"10429.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"10430"	"Sag: Ich habe keine Reservation"	"10430.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"10431"	"Sag: Ich habe keine Reservation"	"10431.wav"	""	"ars"	"incorrect"	"incorrect"
"10432"	"Sag: Ich habe keine Reservation"	"10432.wav"	"dorsal"	"bla bla bla"	"incorrect"	"incorrect"
"10433"	"Frag: Zimmer für 3 Nächte"	"10433.wav"	"i want a room for three nights"	"i want a room for three nights"	"correct"	"correct"
"10434"	"Frag: Einzelzimmer"	"10434.wav"	"can i have a single room"	"can i have a single room"	"correct"	"correct"
"10435"	"Sag: Ich möchte mit Mastercard bezahlen"	"10435.wav"	"i want to pay by mastercard"	"i want*z to pay by mastercard"	"correct"	"correct"
